726.154143721 747.327922597 767.506289935 786.824132362 805.368173537 823.125414751 839.932469474 855.433804735 868.466807233 880.042950328 887.465791043 890.368811391 887.879604909 879.354393107 864.493704005 843.403261605 816.584885335 784.862628418 749.266839315 710.906392338 670.855824792 630.073609803 589.356083377 549.322820997 510.424920011 472.966984218 437.13510701 403.025422127 370.669955881 340.05817891
734.162219994 755.626701377 776.071047354 795.631482074 814.392957964 832.335521816 849.281943371 864.855345068 877.869221042 889.293963498 896.417593445 898.854083315 895.732234672 886.429665125 870.686862353 848.661769774 820.911590057 788.309887721 751.924178231 712.885431235 672.275940758 631.050583882 589.994588927 549.712533632 510.639450404 473.064680443 437.160879119 403.01295615 370.643907476 340.036120342
742.769084527 764.54258462 785.268635647 805.084824703 824.073998855 842.208358735 859.295264329 874.934311652 887.913660238 899.15728698 905.939607632 907.854519617 904.0344822 893.882676214 877.184645339 854.15552358 825.411804722 791.878885236 754.66215165 714.914096417 673.723415899 632.039719368 590.635474048 550.098814488 510.847543194 473.154852436 437.179312856 402.994152071 370.613017198 340.010992276
751.965745845 774.066649214 795.090163903 815.175241446 834.402238263 852.734529471 869.962378522 885.659544603 898.587414241 909.617961876 916.01437368 917.350150107 912.764290087 901.690118824 883.963602313 859.862084147 830.065085251 795.551836133 757.465935083 716.980503899 675.18905709 633.034135408 591.273747606 550.478154353 511.046811127 473.235936102 437.189430157 402.968435974 370.576979449 339.982658194
761.716962952 784.163278799 805.499728324 825.866596283 845.341311248 863.877368123 881.246156134 896.993208234 909.851730538 920.636047747 926.600882028 927.299325757 921.880201437 909.811875633 890.986218499 865.747670544 834.84217823 799.304368507 760.31596579 719.069497823 676.661513297 634.025606357 591.903644369 550.846653856 511.234721944 473.306367357 437.190327576 402.935334928 370.535583854 339.951050479
771.95964657 794.768514214 816.432729267 837.093837955 856.825854912 875.571284782 893.080815391 908.86934825 921.6405602 932.145650056 937.633932562 937.638445451 931.32145221 918.191433174 898.201570789 871.76796051 839.705870825 803.106344027 763.188680953 721.163278433 678.127786264 635.004961918 592.518928845 551.200247928 511.408759986 473.364695429 437.181253322 402.894527211 370.488745926 339.916186951
782.60542065 805.792585929 827.798370491 848.765464943 868.763942699 887.724179671 905.374335676 921.196331203 933.863055379 944.057501757 949.026810636 948.284708399 941.010748634 926.758604249 905.547901308 877.870427274 844.61302632 806.92356032 766.057887561 723.242465526 679.574029052 635.962668329 593.113305714 551.534986955 511.566612613 473.409701942 437.161679868 402.845883935 370.436528855 339.878180712
793.547512798 817.126813888 839.486539222 860.770361199 881.043856044 900.224135493 918.015058631 933.863342561 946.409946159 956.265189588 960.677309708 959.14185584 950.859630124 935.434407549 912.956922569 883.998011469 849.517607558 810.720154261 768.896608078 725.287469278 680.986531284 636.889513306 593.680879426 551.847333001 511.706351938 473.440505281 437.131358339 402.789493073 370.379150937 339.837240344
804.670718959 828.653640937 851.377858729 872.987823527 893.544045732 912.949272602 930.881393542 946.749889759 959.162828534 968.65402871 972.476137135 970.107980583 960.775552365 944.137312132 920.359150801 890.093524956 854.374189461 814.461308279 771.679095356 727.279939913 682.352725985 637.777278983 594.21658421 552.134419181 511.826578819 473.456630125 437.090343036 402.725659691 370.316975672 339.793659278
815.862160968 840.257528231 863.354663795 885.298563559 906.144107943 925.778642964 943.852563003 959.736316585 972.00418497 981.110774312 984.316010468 981.083852559 970.66930133 952.789637615 927.689247755 896.103955033 859.141305488 818.115760822 774.382649492 729.204034602 683.662037795 638.619283108 594.716508117 552.394225898 511.926502977 473.458028895 437.038980694 402.654881249 370.250485351 339.747795561
827.02048181 851.834342582 875.31052851 897.594326461 918.734442706 938.60186963 956.818150074 972.713163246 984.826805532 993.532222585 996.099647993 991.980143734 980.461324371 961.322912772 934.890391537 901.983896049 863.784039623 821.657688943 776.988930616 731.047292823 684.906435989 639.410703508 595.178061766 552.625648267 512.005948547 473.445053311 436.977867275 402.577802597 370.180242705 339.700045427
838.061951058 863.297670668 887.156754154 909.7845172 931.222979301 951.325922475 969.684859284 985.587825551 997.539892618 1005.8313119 1007.74538502 1002.72242996 990.086020222 969.681406097 941.917057291 907.697641327 868.275526614 825.067730219 779.484614742 732.801025617 686.080638436 640.148659293 595.599982679 552.828456104 512.065292109 473.418385521 436.907782095 402.495159416 370.106847513 339.650815193
848.923124243 874.581660946 898.825378312 921.79935961 943.538463045 963.878500785 982.379948197 998.287969614 1010.07256152 1017.9402332 1019.18997991 1013.25360425 999.493701958 977.823622684 948.736075143 913.219863085 872.59733306 828.333146686 781.861413073 734.460247727 687.181998101 640.832079392 595.982202992 553.003170637 512.105353554 473.378945466 436.829612466 402.407720064 370.030895145 339.600495779
859.560627084 885.640934409 910.269213641 933.590061911 955.630741387 976.208425656 994.851700259 1010.76204542 1022.37430331 1029.8108589 1030.38891203 1023.53400012 1008.65052726 985.722052801 955.32623447 918.535125124 876.738933641 831.44731142 784.115601704 736.023268479 688.210160958 641.461425081 596.325629587 553.15089348 512.127265175 473.327792377 436.744281228 402.316234138 369.952942344 339.549442831
