51.8590023791 51.5705196488 51.2753470262 50.9727722777 50.6622054965 50.3432238079 50.0156251956 49.6794887188 49.3517482667 48.9836810301 48.6260672644 48.2640593774 47.8996971938 47.5352961967 47.1733053011 46.8161401131 46.4660182116 46.124823014 45.7940148795 45.4745957447 45.1671217795 44.8717509878 44.5883104025 44.3163693265 44.0553089147 43.804382484 43.5627642655 43.3295865537 43.1039664497 42.885023921
50.8759035706 50.596624466 50.3107073515 50.0174741563 49.7163701897 49.4070091394 49.0892268588 48.7631409687 48.4452264906 48.0882848393 47.7416333082 47.3909354897 47.0382280479 46.685801225 46.3360546828 45.9913323841 45.6537632259 45.3251330169 45.0068046699 44.6996910203 44.4042734085 44.1206524469 43.8486158487 43.5877104328 43.3373093679 43.0966697024 42.8649783624 42.641386843 42.425035912 42.2150720679
50.1007980803 49.8307164294 49.5540224081 49.2700702945 48.9783387106 48.6784759972 48.3703540507 48.0541273987 47.745822461 47.3997286817 47.0637345577 46.7240025456 46.3825657709 46.0416892198 45.7037238595 45.3709434108 45.0453905554 44.7287570843 44.422313023 44.126887286 43.8428917504 43.5703747648 43.3090892844 43.0585634386 42.8181653546 42.5871579183 42.3647420862 42.150089217 41.9423638405 41.7407386132
49.3588420754 49.0987449287 48.8320679529 48.5581984253 48.2766485576 47.9871011553 47.6894633846 47.3839251672 47.0860223646 46.7516474429 46.4271367013 46.0991848046 45.76981401 45.4412560211 45.1158051131 44.7956576652 44.482764735 44.1787208903 43.8847023909 43.6014554387 43.3293252624 43.0683118077 42.8181376561 42.5783167447 42.3482164861 42.1271095938 41.9142146292 41.7087259547 41.5098345862 41.3167416816
48.5805635674 48.3307135693 48.0743342815 47.8108467651 47.5397976131 47.2609048123 46.9741113157 46.6796425758 46.3925239094 46.0703079116 45.7577175942 45.4419953682 45.1251473119 44.809365513 44.4968808196 44.1898059192 43.8899950281 43.5989419095 43.3177272671 43.0470144273 42.7870830669 42.5378866493 42.2991197328 42.070284538 41.8507501676 41.6398013854 41.4366763546 41.2405942103 41.0507740142 40.8664468093
47.79129164 47.5504185579 47.3030645257 47.0486832932 46.7868556938 46.5173358447 46.2401046316 45.9554264164 45.6778806474 45.3665050732 45.0645958473 44.7598890463 44.4543802307 44.1502267918 43.8496001923 43.5545326433 43.2667840465 42.9877493145 42.7184150065 42.459362395 42.2108057669 41.9726515683 41.7445651269 41.5260351529 41.3164301843 41.1150444617 40.9211329952 40.7339368727 40.5527004133 40.3766818566
47.0715963027 46.8369033387 46.595726775 46.3475488514 46.0919823333 45.8288175276 45.5580761714 45.280067739 45.0090861092 44.7052157871 44.4107941317 44.1139191001 43.8165958035 43.5209670962 43.2291641376 42.9431556827 42.6646215505 42.394868789 42.1347973528 41.8849105972 41.6453584058 41.4159984602 41.1964628915 40.9862212607 40.7846347461 40.5909995661 40.4045797413 40.2246304202 40.0504134298 39.881206734
46.502751274 46.2710981635 46.0328534972 45.7875203998 45.5347379812 45.2743299234 45.0063596038 44.7311868187 44.4630193186 44.1624365906 43.8714055905 43.5782224172 43.2849303395 42.9936877814 42.7066153685 42.4256460982 42.1524039022 41.8881276462 41.6336453153 41.389391858 41.1554574546 40.931651508 40.7175699756 40.5126576216 40.316260696 40.1276685534 39.946144637 39.7709482245 39.6013486689 39.4366338231
46.1200340292 45.8896411528 45.6524225223 45.4078920462 45.1557059568 44.8957137164 44.6280152713 44.3530191641 44.0849862047 43.784589855 43.4938491418 43.2011407122 42.9085692367 42.6183352003 42.3325768549 42.0532195801 41.7818579384 41.5196861704 41.2674799302 41.025620968 40.7941504576 40.5728359819 40.3612400564 40.1587822879 39.9647911963 39.7785446363 39.5992995223 39.4263124163 39.2588527805 39.0962106045
45.8942575309 45.6658562925 45.4303101414 45.1871336376 44.9359887999 44.676738687 44.4095073197 44.1347399126 43.8667496169 43.5662652007 43.2753826134 42.9825476529 42.6899295168 42.3997784818 42.1142624829 41.8353149545 41.5645192998 41.3030445772 41.0516334602 40.8106326088 40.5800502198 40.3596255258 40.1488983549 39.9472712795 39.7540608203 39.5685369809 39.3899520421 39.217560297 39.050630583 38.8884533319
